9b3e4de3-690f-4ad5-9305-513898a3288b;114.47;22.61
572e9cc0-cb14-4421-9b5a-135226d4e4b4;92.0;13.58
c95ef568-fdc7-4966-9bb2-55100992ef1d;51.8;8.05
a3801405-9321-4a5c-9ff3-8287eaf4b6aa;25.66;5.58
85963471-e4ea-46d6-9bd0-3379a9d29700;37.91;3.61
2807b703-3529-41d1-8b8b-bbedda53578b;20.93;2.99
c238be77-7685-43b1-9c7c-17a7b5233cc2;107.88;25.87
57bf9d35-d188-4e1d-8ff1-a13fd793dfe2;42.69;2.47
4394accb-6b5a-45a9-aae2-fb22af7e92d0;103.08;20.37
e3cfe140-4a56-4873-b99c-6035a648c531;76.46;10.67
642a9ebd-1b39-4826-b712-c55537198533;22.17;2.85
52e4b284-4432-4f99-8ed6-9f5298aed2b2;62.47;12.19
7618d042-95c9-4e07-8b55-45b740018b6e;35.26;7.93
f5236318-4f42-4a11-8f63-0d391f71d021;93.46;23.83
c108b9a4-cffb-4ee9-bf1a-2544468a6275;14.23;2.8
ca91318a-394d-42b9-acd2-2bddf09c1cae;150.89;16.37
601db89b-d3ca-46dc-9f74-068bed50d475;15.14;2.81
8a8e8ae0-2526-486c-b589-1377905110bf;121.24;27.85
9ca395a6-11b4-405c-b2f8-e9badda9816b;72.77;9.64
c46eaeb8-7e97-42db-bb43-d746497b6480;48.56;12.61
23b4dc4a-763e-4a2f-b713-54a35df7c950;138.73;15.12
ae4a94be-3222-4566-b4fb-2b93bb49c80d;84.48;17.43
b6df09f5-2f02-4096-af7b-886a421e2e30;122.8;21.12
04415848-bbf9-4d48-b5e7-83088a2457f3;42.98;5.08
3ad7587f-341c-488a-a119-a18df4aaa104;90.62;10.63
363e83b5-a407-4354-a799-6724110113af;45.75;6.32
644bd5f7-834a-4e7f-a726-a17e85aa283d;100.82;9.5
af3368f8-2654-4521-afeb-defdb4eab6b7;14.23;2.37
b9f162b7-14c9-42aa-b17f-2a1d7e1e4afc;83.59;6.44
d5ee98cc-d3fe-446f-bdca-3192cdd9c8d3;134.98;17.21
9828ba04-c2a9-4b70-8609-b14ad8ffc26d;45.0;7.0
8fcc07b9-36ac-4c1d-8a22-891823ab3619;87.49;15.61
460e5876-0b13-4858-9254-6e1d56bf824a;27.29;4.82
d39cfa0a-d94e-44ee-a0a1-b8f53b87ddb1;30.28;7.35
91f49002-f5c3-4c51-8518-2b9d5012029e;57.33;7.26
bb3276a7-7e6f-4de3-9e45-bf6b9472d58e;11.38;1.71
f5541c5b-aa0d-4cf7-a16e-492e871d6ab1;47.24;5.17
63e0451b-d800-4702-8bd7-6c1141572158;94.5;13.41
09a5374d-ac6e-47ad-8d16-2a3a3dc39142;112.15;16.78
00e2dfaf-4840-4617-b2e2-d4fc3cf2b1a2;88.8;11.89
40c036a6-4bab-4f85-8bb7-3dc000966bfd;81.18;11.16
4b6e30ad-d271-4eda-905e-861ef94e47f5;113.92;27.67
8b0f7032-d9b7-42f7-b617-92cfca0b8bca;50.75;7.12
d499b1e8-ac8c-4274-a2d5-1839ff3b64d6;95.83;14.02
27ec0afa-8500-446a-8905-7f303282294e;114.59;21.36
25caef97-7671-4c26-b74f-0428c5a98bc7;96.96;18.12
c223399c-e63c-4ea6-9c3a-3375af0bf802;88.34;22.11
95301152-3490-4188-a7a6-36c3cbec3a3d;30.45;6.19
1fe2f91e-4228-4374-96c0-c22219a407fe;73.41;14.3
c27cda17-1658-4d5c-b5da-44ce3b653c0b;67.17;8.8
8dc32d41-49e0-4b56-aeba-bad6ffc04268;86.26;10.79
abaccce2-7a48-41c8-8015-51464fb27b33;68.96;15.76
7748a512-fd21-4785-bf42-b70875437500;73.18;13.96
2f959909-c343-4e64-bdf4-585b79e426d5;115.42;19.24
93eaeffc-d43b-482f-b5e9-dda13e0d3ec6;20.93;2.08
8764e8b3-e6a5-4bd4-9b8f-e90fd7fa65cf;53.93;7.82
980f506d-51b5-4ecc-ade8-dc175c462e6d;109.99;12.98
a9bd715b-5d5a-495c-ba98-cf5259054aec;56.4;6.2
697c9c48-9e1e-45e0-ae9a-78026a369206;114.63;19.39
2a200018-857c-43fd-b090-d4a01a736fbf;71.35;17.22
53198e44-8b2a-445c-89c4-63ce92e67c84;48.37;10.86
eff39e25-97d7-40c0-839e-db1eddc90a13;42.98;6.7
47652a07-767d-4261-80e9-88f9b685c2d7;69.49;5.59
b9babc89-66f6-4c42-90b0-82e056f068f4;43.8;8.79
984e8b9c-df68-4921-bfef-558d618e1bba;31.39;5.2
375d5b92-a2fd-4e09-aac4-3123ca684048;24.08;2.05
f23fa5f9-6a01-4ca0-b866-7abcc4deac0d;71.68;13.86
b0339d93-5886-40bd-a561-9a17f50ac0f4;14.33;3.09
40adb6d1-b7b9-4d78-8b46-f7504021a787;50.59;13.64
daafdb39-bacc-46b3-ae07-d5bc0b0263c5;28.46;4.79
be318495-8fa0-41f3-a367-bb54d28b7b1b;20.69;3.86
ede84e11-528a-4ab4-8232-ef44a60e5479;87.5;13.13
c02f9564-9558-4deb-a6e3-e3b330d11f08;72.95;15.48
3db5a868-375f-4eb0-9127-dedf38159361;123.52;21.32
97e66051-3a58-4cc7-aac6-6d529de11753;98.6;12.93
316b2c5c-b021-46bf-b303-c49dd51bd112;78.16;8.75
52492e18-76f8-4c9e-84ae-33dc5d2685ff;72.77;9.6
f7076a93-6c69-4890-911c-5897283a7f19;58.7;10.19
598f8935-fb37-4443-9724-ae86084c49c5;60.28;10.42
90eb57f7-43c4-4b82-9640-d80868ec6ebd;60.5;13.25
8922df0d-3e71-42ee-9f49-35ba33986663;91.16;15.69
c75deaef-acf9-4c1c-94d2-aca467208fe0;19.35;3.81
cd6955bc-3a1c-4a3c-98c1-749f134a96b2;53.5;5.1
6da55415-f026-449b-ad14-b3abf4bfe353;58.37;12.51
6747cf1b-5eeb-4c8b-83af-85a36563a83a;91.5;10.8
99ca7371-ffe1-4806-8f53-8065d0b8b43e;38.96;3.26
64bb4920-63ab-4403-b105-3339b92f3074;56.78;10.79
591ba0f7-1a5c-460a-86c4-922e9b22dd3f;48.09;10.17
451405ae-e7b7-4bad-a85b-1fc6adf9b818;65.74;11.13
3bb970ee-268a-4d7c-9d33-7155309f79b0;65.03;17.48
c560716d-6496-4024-b6fe-c6982a4e0666;94.1;9.85
56c2fdee-508a-4daf-bdb4-0c96153dd447;110.71;20.76
42246909-12ea-4dc8-8fe4-9f2d5a3ea3a6;27.07;4.48
fa38d35d-d353-423f-bfb9-34710cefd438;7.94;1.43
6d4b0356-95c5-4c46-8769-2de5d25464c3;60.26;9.85
ee5f5d14-5004-43aa-8bb2-d919865d6b36;51.84;7.54
e8632d2c-4ac6-4e14-893e-cc650d1e1148;97.68;8.12
4bbec63c-6150-4b9a-ab7c-dbe481aafae8;17.36;2.05
40316013-d19c-4bab-b438-d664a8d7df01;106.8;15.88
484a99c3-e8b6-4b3c-baca-86fc81e4ea91;43.38;4.35
570337eb-2c9c-4969-80ab-185a9104b74b;29.92;5.49
e1cc933d-dae7-41bf-a029-019bf4b31e49;34.0;5.52
1b0971e8-248b-46a9-a15a-09eb189fb02b;37.32;8.78
